sid,school,sex,advice,feduc,meduc,focc,denom,galo
995,37,girl,4,lowest,lowest,2,non-denominational,108
996,37,boy,4,6,6,3,non-denominational,111
997,37,girl,2,6,lowest,NA,non-denominational,105
998,37,boy,2,5,3,5,non-denominational,101
999,37,girl,2,7,2,5,non-denominational,96
1000,37,boy,highest,8,lowest,5,non-denominational,128
1001,37,boy,2,lowest,lowest,2,non-denominational,101
1002,37,boy,4,4,lowest,4,non-denominational,106
1003,37,boy,5,2,lowest,5,non-denominational,122
1004,37,girl,2,lowest,lowest,4,non-denominational,103
1005,37,girl,2,3,lowest,3,non-denominational,86
1006,37,girl,2,5,5,3,non-denominational,96
1007,37,boy,2,lowest,lowest,2,non-denominational,98
1008,37,boy,2,6,5,5,non-denominational,106
1009,37,boy,2,7,5,5,non-denominational,106
1010,37,boy,2,3,lowest,2,non-denominational,83
1011,37,girl,4,3,2,3,non-denominational,106
1012,37,boy,highest,6,lowest,3,non-denominational,128
1013,37,boy,2,2,lowest,3,non-denominational,100
1014,37,girl,2,6,3,3,non-denominational,101
1015,37,boy,4,7,5,3,non-denominational,110
1016,38,girl,2,5,7,3,non-denominational,96
1017,38,girl,2,6,7,3,non-denominational,91
1018,38,girl,2,3,5,2,non-denominational,88
1019,38,boy,highest,4,6,5,non-denominational,129
1020,38,boy,4,7,5,5,non-denominational,98
1021,38,boy,2,4,6,3,non-denominational,108
1022,38,girl,2,6,5,5,non-denominational,98
1023,38,girl,2,lowest,lowest,5,non-denominational,98
1024,38,girl,4,2,lowest,2,non-denominational,109
1025,38,girl,NA,8,7,highest,non-denominational,117
1026,38,boy,2,lowest,lowest,2,non-denominational,104
1027,38,girl,highest,8,3,highest,non-denominational,122
1028,38,girl,2,3,lowest,2,non-denominational,101
1029,38,girl,4,7,7,3,non-denominational,108
1030,38,boy,4,lowest,2,5,non-denominational,106
1031,38,girl,2,5,4,3,non-denominational,93
1032,38,girl,2,4,lowest,3,non-denominational,93
1033,38,boy,5,7,3,highest,non-denominational,113
1034,38,girl,5,6,lowest,highest,non-denominational,109
1035,38,boy,5,NA,NA,3,non-denominational,117
1036,38,boy,lowest,2,lowest,3,non-denominational,78
1037,38,girl,2,3,lowest,4,non-denominational,97
1038,38,boy,5,6,3,3,non-denominational,110
1039,38,girl,2,5,3,3,non-denominational,96
1040,38,boy,2,5,3,highest,non-denominational,100
1041,38,boy,2,3,3,NA,non-denominational,86
1042,38,boy,4,8,8,highest,non-denominational,106
1043,38,girl,2,5,5,3,non-denominational,91
1044,38,girl,2,4,5,3,non-denominational,96
1045,38,boy,2,6,3,3,non-denominational,84
1046,38,boy,4,7,6,highest,non-denominational,102
1047,38,girl,5,8,7,highest,non-denominational,112
1048,39,girl,2,3,3,2,non-denominational,90
1049,39,boy,5,7,3,NA,non-denominational,118
1050,39,boy,2,8,5,NA,non-denominational,98
1051,39,boy,2,7,lowest,highest,non-denominational,102
1052,39,boy,5,7,lowest,highest,non-denominational,112
1053,39,girl,2,NA,NA,3,non-denominational,101
1054,39,girl,4,4,2,3,non-denominational,105
1055,39,boy,highest,5,5,3,non-denominational,125
1056,39,girl,5,lowest,lowest,lowest,non-denominational,106
1057,39,girl,2,2,2,4,non-denominational,102
1058,39,girl,4,5,5,3,non-denominational,110
1059,39,boy,5,6,5,5,non-denominational,115
1060,39,boy,highest,8,lowest,5,non-denominational,125
1061,39,girl,2,lowest,lowest,lowest,non-denominational,93
1062,40,boy,4,6,4,5,non-denominational,116
1063,40,boy,2,lowest,lowest,3,non-denominational,98
1064,40,girl,2,2,lowest,2,non-denominational,93
1065,40,girl,4,8,5,3,non-denominational,108
1066,40,boy,4,4,lowest,2,non-denominational,110
1067,40,boy,2,lowest,lowest,4,non-denominational,98
1068,40,girl,4,6,5,3,non-denominational,108
1069,40,girl,2,lowest,lowest,5,non-denominational,100
1070,40,boy,4,5,5,5,non-denominational,106
1071,40,boy,4,lowest,lowest,2,non-denominational,110
1072,40,girl,2,3,3,2,non-denominational,89
1073,40,girl,5,3,3,2,non-denominational,116
1074,40,boy,2,6,5,5,non-denominational,96
1075,40,boy,2,6,3,2,non-denominational,105
1076,40,boy,2,lowest,3,2,non-denominational,90
1077,40,girl,4,3,lowest,3,non-denominational,105
1078,40,boy,2,lowest,lowest,2,non-denominational,103
1079,40,girl,2,2,lowest,2,non-denominational,95
1080,40,boy,5,lowest,lowest,lowest,non-denominational,119
1081,40,boy,5,5,lowest,3,non-denominational,116
1082,40,boy,4,lowest,lowest,2,non-denominational,110
1083,40,girl,highest,3,lowest,2,non-denominational,124
1084,40,boy,2,3,lowest,3,non-denominational,111
1085,40,girl,5,2,6,5,non-denominational,118
1086,40,boy,4,5,5,3,non-denominational,109
1087,40,girl,highest,6,3,3,non-denominational,126
1088,40,girl,2,2,lowest,2,non-denominational,102
1089,40,girl,4,6,6,3,non-denominational,107
1090,40,boy,2,8,3,5,non-denominational,102
1091,40,girl,2,lowest,lowest,3,non-denominational,84
1092,40,boy,4,4,6,3,non-denominational,104
1093,40,girl,5,6,5,3,non-denominational,120
1094,40,boy,2,5,5,3,non-denominational,111
1095,41,girl,2,8,3,highest,non-denominational,91
1096,41,boy,5,7,7,highest,non-denominational,120
1097,41,girl,2,lowest,lowest,2,non-denominational,105
1098,41,girl,2,NA,lowest,NA,non-denominational,87
1099,41,boy,2,3,3,2,non-denominational,91
1100,41,boy,5,7,5,5,non-denominational,120
1101,41,girl,2,NA,NA,5,non-denominational,100
1102,41,girl,2,6,lowest,3,non-denominational,103
1103,41,boy,2,6,lowest,3,non-denominational,97
1104,41,boy,4,3,lowest,5,non-denominational,105
1105,41,girl,4,5,5,3,non-denominational,111
1106,41,girl,4,lowest,3,lowest,non-denominational,106
1107,41,boy,2,3,lowest,2,non-denominational,87
1108,41,girl,4,3,2,2,non-denominational,115
1109,41,boy,2,6,lowest,5,non-denominational,95
1110,41,boy,4,3,5,2,non-denominational,112
1111,41,boy,2,5,5,3,non-denominational,101
1112,41,boy,4,7,lowest,5,non-denominational,109
1113,41,boy,2,NA,NA,2,non-denominational,108
1114,41,boy,2,2,lowest,3,non-denominational,100
1115,41,girl,2,lowest,lowest,2,non-denominational,84
1116,41,girl,2,lowest,lowest,2,non-denominational,76
1117,41,boy,4,lowest,lowest,2,non-denominational,113
1118,41,boy,4,7,lowest,5,non-denominational,106
1119,41,girl,2,lowest,5,2,non-denominational,97
1120,41,boy,2,6,lowest,3,non-denominational,94
1121,41,girl,2,3,3,2,non-denominational,94
1122,41,girl,2,3,3,3,non-denominational,97
1123,41,boy,2,lowest,lowest,NA,non-denominational,79
1124,41,girl,2,NA,NA,NA,non-denominational,90
1125,41,boy,2,3,5,2,non-denominational,102
1126,41,boy,2,lowest,lowest,lowest,non-denominational,104
1127,41,girl,2,7,lowest,3,non-denominational,103
1128,42,boy,5,8,8,4,protestant,118
1129,42,girl,4,8,4,highest,protestant,109
1130,42,girl,lowest,3,5,NA,protestant,83
1131,42,boy,2,3,3,2,protestant,104
1132,42,girl,lowest,3,lowest,NA,protestant,80
1133,42,boy,5,3,lowest,NA,protestant,103
1134,42,boy,lowest,lowest,lowest,2,protestant,100
1135,42,boy,5,7,5,highest,protestant,108
1136,42,boy,2,3,5,3,protestant,92
1137,42,girl,5,4,5,3,protestant,113
1138,42,boy,4,2,4,4,protestant,108
1139,42,boy,4,3,4,2,protestant,101
1140,42,girl,4,3,5,2,protestant,106
1141,42,girl,lowest,lowest,lowest,2,protestant,77
1142,42,girl,2,3,lowest,2,protestant,96
1143,42,girl,lowest,lowest,lowest,lowest,protestant,60
1144,42,boy,2,3,3,3,protestant,75
1145,42,boy,lowest,lowest,lowest,lowest,protestant,70
1146,42,boy,5,5,5,3,protestant,116
1147,42,girl,lowest,5,lowest,2,protestant,69
1148,42,boy,2,3,lowest,2,protestant,95
1149,42,girl,4,5,3,5,protestant,104
1150,42,boy,5,3,5,3,protestant,109
1151,42,girl,5,2,5,3,protestant,114
1152,42,boy,5,8,6,5,protestant,109
1153,42,girl,2,lowest,lowest,NA,protestant,82
1154,42,girl,lowest,2,lowest,2,protestant,87
1155,42,girl,2,5,5,2,protestant,93
1156,42,girl,2,lowest,lowest,4,protestant,95
1157,42,girl,4,highest,6,highest,protestant,104
1158,43,girl,2,5,3,3,catholic,97
1159,43,boy,4,4,lowest,3,catholic,108
1160,43,girl,5,5,lowest,3,catholic,118
1161,43,girl,4,3,3,2,catholic,115
1162,43,boy,5,5,7,highest,catholic,119
1163,43,boy,2,7,5,5,catholic,76
1164,43,boy,4,7,7,5,catholic,113
1165,43,boy,4,highest,7,highest,catholic,106
1166,43,girl,4,lowest,lowest,2,catholic,109
1167,43,boy,2,2,lowest,2,catholic,104
1168,43,boy,2,lowest,lowest,2,catholic,109
1169,43,girl,2,NA,NA,5,catholic,98
1170,43,boy,5,6,5,3,catholic,122
1171,43,boy,5,5,3,3,catholic,118
1172,43,girl,4,highest,highest,highest,catholic,104
1173,43,boy,2,6,lowest,3,catholic,91
1174,43,girl,4,6,5,3,catholic,105
1175,43,girl,2,3,5,3,catholic,104
1176,43,girl,4,5,5,4,catholic,98
1177,43,boy,4,7,lowest,highest,catholic,105
1178,43,boy,lowest,5,6,3,catholic,85
1179,43,boy,highest,7,5,5,catholic,133
1180,43,girl,5,5,6,5,catholic,114
1181,43,boy,2,7,5,3,catholic,95
1182,44,boy,2,3,lowest,3,protestant,76
1183,44,girl,2,3,lowest,2,protestant,99
1184,44,boy,2,3,lowest,2,protestant,102
1185,44,girl,4,lowest,3,4,protestant,104
1186,44,boy,4,5,lowest,3,protestant,110
1187,44,boy,2,6,6,highest,protestant,100
1188,44,girl,2,2,lowest,5,protestant,89
1189,44,girl,4,2,lowest,5,protestant,100
1190,44,boy,lowest,lowest,lowest,lowest,protestant,91
1191,44,boy,lowest,lowest,lowest,lowest,protestant,76
1192,44,boy,2,lowest,lowest,2,protestant,96
1193,44,girl,2,lowest,lowest,2,protestant,81
1194,45,boy,2,5,lowest,2,protestant,104
1195,45,girl,4,6,6,2,protestant,109
1196,45,girl,2,NA,lowest,NA,protestant,99
1197,45,boy,4,highest,7,highest,protestant,101
1198,45,boy,2,2,lowest,2,protestant,77
1199,45,boy,4,3,lowest,2,protestant,94
1200,45,boy,4,2,NA,2,protestant,105
1201,45,girl,4,7,5,5,protestant,97
1202,45,girl,2,5,3,3,protestant,87
1203,45,girl,2,2,lowest,2,protestant,106
1204,45,girl,2,lowest,lowest,3,protestant,94
1205,45,girl,2,7,6,3,protestant,103
1206,45,girl,2,lowest,NA,lowest,protestant,81
1207,45,girl,2,lowest,NA,lowest,protestant,84
1208,46,boy,5,lowest,5,4,protestant,110
1209,46,boy,2,7,7,highest,protestant,101
1210,46,girl,2,3,4,highest,protestant,94
1211,46,girl,2,lowest,4,2,protestant,100
1212,46,boy,2,lowest,lowest,NA,protestant,83
1213,46,boy,2,3,lowest,3,protestant,89
1214,46,girl,4,4,3,3,protestant,104
1215,46,boy,4,5,3,NA,protestant,107
1216,46,girl,2,lowest,lowest,lowest,protestant,96
1217,46,girl,4,7,4,highest,protestant,104
1218,47,girl,highest,2,lowest,4,catholic,126
1219,47,boy,2,6,5,3,catholic,97
1220,47,girl,5,lowest,lowest,2,catholic,104
1221,47,girl,2,2,lowest,2,catholic,88
1222,47,boy,NA,lowest,lowest,lowest,catholic,53
1223,47,girl,2,lowest,lowest,lowest,catholic,80
1224,47,boy,2,NA,NA,lowest,catholic,77
1225,47,girl,5,5,3,3,catholic,112
1226,47,girl,5,4,lowest,2,catholic,119
1227,47,girl,2,NA,5,5,catholic,77
1228,47,girl,2,NA,NA,2,catholic,85
1229,47,boy,4,2,lowest,2,catholic,111
1230,47,girl,2,6,4,3,catholic,102
1231,47,boy,2,4,lowest,2,catholic,73
1232,47,boy,5,4,4,3,catholic,113
1233,47,girl,2,lowest,lowest,4,catholic,103
1234,47,girl,2,2,3,3,catholic,96
1235,47,boy,2,NA,lowest,NA,catholic,89
1236,47,girl,2,3,2,4,catholic,102
1237,47,girl,5,7,6,4,catholic,109
1238,47,girl,2,lowest,3,2,catholic,98
1239,47,boy,2,2,3,2,catholic,85
1240,47,girl,2,4,lowest,lowest,catholic,101
1241,47,boy,2,lowest,lowest,lowest,catholic,82
1242,47,boy,highest,5,3,4,catholic,138
1243,47,girl,4,lowest,lowest,2,catholic,108
1244,47,girl,2,lowest,lowest,2,catholic,101
1245,47,girl,2,lowest,lowest,lowest,catholic,98
1246,47,boy,4,3,NA,2,catholic,112
1247,47,boy,2,2,lowest,2,catholic,70
1248,47,girl,2,2,lowest,2,catholic,75
1249,47,girl,5,5,5,3,catholic,115
1250,47,girl,2,4,lowest,2,catholic,104
1251,47,girl,4,7,7,3,catholic,106
1252,47,girl,2,NA,NA,3,catholic,105
1253,47,boy,2,NA,NA,3,catholic,103
1254,47,girl,5,5,5,4,catholic,114
1255,48,boy,2,6,5,5,catholic,105
1256,48,boy,4,6,5,5,catholic,113
1257,48,boy,2,3,lowest,3,catholic,91
1258,48,boy,2,NA,NA,3,catholic,98
1259,48,boy,5,6,lowest,5,catholic,123
1260,48,boy,highest,8,6,3,catholic,143
1261,48,boy,highest,8,5,highest,catholic,134
1262,48,boy,highest,7,7,5,catholic,125
1263,48,boy,4,3,3,5,catholic,119
1264,48,boy,4,7,6,NA,catholic,118
1265,48,boy,4,5,lowest,3,catholic,116
1266,48,boy,2,NA,lowest,NA,catholic,98
1267,48,girl,5,7,lowest,3,catholic,119
1268,48,girl,4,7,lowest,3,catholic,114
1269,48,girl,5,3,3,2,catholic,117
1270,48,girl,5,4,5,3,catholic,126
1271,48,girl,2,5,lowest,3,catholic,103
1272,48,girl,2,3,3,3,catholic,92
1273,48,girl,2,3,3,3,catholic,101
1274,48,girl,4,5,lowest,5,catholic,111
1275,48,girl,2,2,5,3,catholic,93
1276,48,girl,5,6,5,5,catholic,117
1277,48,girl,5,5,lowest,2,catholic,119
1278,48,girl,2,highest,7,highest,catholic,94
1279,48,girl,4,4,6,4,catholic,108
1280,48,girl,5,3,6,3,catholic,114
1281,48,girl,2,5,lowest,3,catholic,103
1282,48,girl,2,lowest,3,3,catholic,111
1283,48,girl,4,lowest,lowest,lowest,catholic,103
1284,49,girl,2,2,lowest,lowest,catholic,99
1285,49,girl,4,NA,5,5,catholic,115
1286,49,boy,2,2,lowest,2,catholic,100
1287,49,girl,2,3,lowest,4,catholic,98
1288,49,girl,2,lowest,lowest,NA,catholic,86
1289,49,girl,2,lowest,lowest,lowest,catholic,101
1290,49,boy,4,6,3,5,catholic,109
1291,49,girl,2,lowest,lowest,3,catholic,95
1292,49,girl,2,NA,NA,lowest,catholic,106
1293,49,boy,5,2,5,3,catholic,116
1294,49,boy,5,2,lowest,highest,catholic,115
1295,49,boy,4,lowest,lowest,lowest,catholic,106
1296,49,girl,2,2,5,NA,catholic,102
1297,49,boy,5,6,3,3,catholic,120
1298,50,boy,2,NA,NA,4,catholic,101
1299,50,boy,2,6,4,5,catholic,101
1300,50,girl,2,lowest,2,3,catholic,93
1301,50,girl,2,7,3,highest,catholic,99
1302,50,girl,2,5,5,4,catholic,87
1303,50,boy,5,7,5,highest,catholic,118
1304,50,boy,4,3,3,3,catholic,110
1305,50,girl,5,6,5,5,catholic,118
1306,50,girl,2,2,2,2,catholic,92
1307,50,girl,5,5,5,4,catholic,119
1308,50,girl,5,5,5,4,catholic,123
1309,50,boy,2,5,5,4,catholic,98
1310,50,girl,2,8,7,5,catholic,100
1311,50,girl,2,highest,8,highest,catholic,98
1312,50,girl,2,5,2,4,catholic,102
1313,50,girl,2,5,5,4,catholic,93
1314,50,girl,2,3,lowest,2,catholic,95
1315,50,girl,5,3,6,4,catholic,122
1316,50,boy,4,4,5,4,catholic,112
1317,50,girl,2,3,5,3,catholic,87
1318,50,girl,2,lowest,lowest,NA,catholic,90
1319,50,girl,2,5,5,4,catholic,94
1320,50,girl,2,3,3,4,catholic,91
1321,50,boy,2,lowest,lowest,highest,catholic,95
1322,50,girl,2,7,7,5,catholic,92
1323,50,boy,5,5,5,highest,catholic,111
1324,50,girl,2,5,5,4,catholic,86
1325,50,girl,2,3,lowest,2,catholic,86
1326,50,girl,2,3,3,4,catholic,90
1327,50,boy,5,7,3,4,catholic,112
1328,50,girl,2,2,2,4,catholic,93
1329,50,boy,2,4,lowest,5,catholic,94
1330,50,girl,5,7,5,3,catholic,116
1331,50,boy,5,NA,NA,3,catholic,116
1332,50,boy,2,6,7,4,catholic,103
1333,50,boy,2,6,5,4,catholic,79
1334,50,girl,2,2,lowest,4,catholic,93
1335,50,boy,2,4,5,5,catholic,98
1336,50,boy,4,NA,7,NA,catholic,104
1337,50,girl,5,2,lowest,2,catholic,118
1338,50,boy,2,3,3,2,catholic,101
1339,50,boy,NA,6,6,3,catholic,93
1340,50,girl,5,5,5,3,catholic,116
1341,50,boy,5,highest,6,highest,catholic,116
1342,50,girl,NA,7,7,NA,catholic,98
1343,50,girl,4,7,5,3,catholic,109
1344,51,boy,4,7,5,5,protestant,101
1345,51,boy,highest,8,5,highest,protestant,131
1346,51,girl,4,6,5,5,protestant,102
1347,51,boy,4,5,lowest,2,protestant,109
1348,51,boy,5,8,6,5,protestant,124
1349,51,girl,2,NA,NA,4,protestant,92
1350,51,boy,4,5,3,3,protestant,108
1351,51,girl,2,2,lowest,2,protestant,77
1352,51,girl,2,6,lowest,highest,protestant,92
1353,51,boy,4,6,lowest,5,protestant,104
1354,51,boy,4,6,lowest,5,protestant,108
1355,51,boy,highest,5,lowest,3,protestant,127
1356,51,girl,4,highest,2,highest,protestant,108
1357,51,boy,5,7,7,highest,protestant,118
1358,51,boy,4,highest,8,highest,protestant,103
1359,51,girl,highest,highest,6,highest,protestant,126
1360,51,girl,4,5,5,5,protestant,110
1361,51,girl,5,5,5,5,protestant,119
1362,51,boy,highest,highest,7,highest,protestant,131
1363,51,boy,5,5,7,3,protestant,116
1364,51,girl,4,highest,NA,highest,protestant,105
1365,51,girl,2,7,3,3,protestant,97
1366,52,boy,5,3,5,2,protestant,118
1367,52,boy,4,5,lowest,3,protestant,106
1368,52,girl,4,3,2,2,protestant,113
1369,52,girl,4,lowest,lowest,4,protestant,104
1370,52,girl,2,lowest,lowest,lowest,protestant,77
1371,52,boy,2,lowest,lowest,2,protestant,100
1372,52,girl,4,NA,NA,3,protestant,102
1373,52,boy,2,5,3,3,protestant,95
1374,52,boy,4,4,lowest,2,protestant,112
1375,52,boy,2,7,5,3,protestant,91
1376,52,girl,4,3,6,2,protestant,109
1377,52,boy,2,3,3,2,protestant,83
1378,52,boy,5,3,3,3,protestant,119
1379,52,girl,2,7,7,3,protestant,94
1380,52,girl,2,2,lowest,4,protestant,89
1381,52,girl,2,2,2,4,protestant,88
1382,52,boy,2,lowest,lowest,3,protestant,81
1383,52,girl,5,5,5,5,protestant,125
1384,52,girl,2,NA,NA,3,protestant,90
1385,52,girl,5,NA,NA,5,protestant,118
1386,52,boy,2,lowest,lowest,2,protestant,94
1387,52,girl,2,5,2,3,protestant,102
1388,52,girl,4,6,3,3,protestant,100
1389,52,girl,4,lowest,lowest,3,protestant,114
1390,52,girl,highest,NA,NA,3,protestant,128
1391,52,boy,2,5,3,2,protestant,98
1392,52,girl,2,5,3,2,protestant,89
1393,53,boy,2,lowest,lowest,lowest,non-denominational,86
1394,53,boy,2,lowest,2,lowest,non-denominational,95
1395,53,boy,2,NA,NA,2,non-denominational,87
1396,53,girl,2,3,3,2,non-denominational,89
1397,53,boy,2,lowest,lowest,2,non-denominational,96
1398,53,boy,2,2,lowest,2,non-denominational,101
1399,53,boy,2,3,3,2,non-denominational,79
1400,53,girl,2,3,3,2,non-denominational,101
1401,53,boy,2,lowest,lowest,2,non-denominational,99
1402,53,boy,4,4,3,3,non-denominational,105
1403,53,girl,2,5,lowest,3,non-denominational,94
1404,53,girl,4,3,3,NA,non-denominational,96
1405,53,boy,2,lowest,lowest,2,non-denominational,100
1406,53,girl,2,3,lowest,2,non-denominational,91
1407,53,girl,2,lowest,lowest,lowest,non-denominational,95
1408,53,boy,2,5,lowest,3,non-denominational,100
1409,53,boy,5,3,lowest,2,non-denominational,102
1410,53,boy,2,6,lowest,5,non-denominational,75
1411,53,girl,5,lowest,3,2,non-denominational,117
1412,53,boy,4,8,5,highest,non-denominational,117
1413,53,girl,2,3,lowest,2,non-denominational,95
1414,53,boy,2,6,3,3,non-denominational,103
1415,53,girl,2,4,5,2,non-denominational,90
1416,53,boy,2,4,5,2,non-denominational,103
1417,53,boy,2,4,3,3,non-denominational,114
1418,54,girl,2,2,lowest,3,protestant,103
1419,54,boy,4,8,5,highest,protestant,112
1420,54,girl,2,3,lowest,2,protestant,76
1421,54,boy,2,NA,NA,NA,protestant,94
1422,54,boy,2,7,7,3,protestant,103
1423,54,girl,2,3,lowest,3,protestant,89
1424,54,girl,2,lowest,lowest,2,protestant,92
1425,54,girl,2,5,3,5,protestant,60
1426,54,girl,2,6,5,3,protestant,100
1427,54,girl,2,NA,3,NA,protestant,74
1428,54,girl,2,lowest,lowest,NA,protestant,97
1429,54,girl,4,lowest,lowest,2,protestant,109
1430,54,girl,2,lowest,lowest,2,protestant,86
1431,54,girl,2,6,lowest,3,protestant,83
1432,54,boy,5,5,3,3,protestant,115
1433,54,girl,2,lowest,lowest,3,protestant,93
1434,54,boy,5,7,6,3,protestant,119
1435,54,boy,2,3,lowest,2,protestant,77
1436,54,girl,2,8,2,3,protestant,95
1437,54,boy,5,5,5,highest,protestant,117
1438,54,girl,2,7,4,5,protestant,85
1439,54,girl,2,lowest,lowest,2,protestant,85
1440,54,boy,2,6,3,3,protestant,97
1441,54,boy,4,2,lowest,3,protestant,105
1442,54,girl,2,lowest,lowest,3,protestant,92
1443,54,boy,2,NA,NA,3,protestant,69
1444,54,girl,2,6,lowest,5,protestant,91
1445,54,girl,2,4,lowest,3,protestant,85
1446,54,girl,4,7,7,3,protestant,106
1447,54,boy,2,5,lowest,3,protestant,101
1448,55,boy,highest,4,lowest,5,catholic,121
1449,55,girl,5,8,7,5,catholic,125
1450,55,girl,highest,7,5,5,catholic,127
1451,55,girl,5,highest,7,highest,catholic,111
1452,55,girl,2,3,lowest,2,catholic,110
1453,55,girl,2,4,3,4,catholic,96
1454,55,girl,4,highest,7,highest,catholic,103
1455,55,boy,5,7,4,5,catholic,109
1456,55,boy,2,5,5,5,catholic,100
1457,55,girl,5,8,5,5,catholic,117
1458,55,boy,5,6,3,3,catholic,113
1459,55,boy,5,5,5,5,catholic,109
1460,55,girl,2,3,5,2,catholic,93
1461,55,boy,5,highest,5,highest,catholic,121
1462,55,boy,5,6,6,highest,catholic,114
1463,55,girl,5,5,7,3,catholic,113
1464,55,boy,highest,highest,highest,highest,catholic,125
1465,55,girl,5,8,5,highest,catholic,119
1466,55,girl,4,7,5,highest,catholic,106
1467,55,boy,2,8,7,3,catholic,105
1468,55,girl,2,2,lowest,4,catholic,94
1469,55,boy,4,2,lowest,4,catholic,110
1470,55,girl,2,7,5,5,catholic,89
1471,55,boy,highest,8,7,3,catholic,125
1472,55,boy,4,lowest,lowest,4,catholic,107
1473,55,girl,highest,7,7,5,catholic,125
1474,55,boy,5,7,5,4,catholic,116
1475,55,boy,4,6,5,4,catholic,109
1476,55,girl,4,5,7,NA,catholic,102
1477,55,girl,highest,8,lowest,highest,catholic,133
1478,56,boy,4,5,5,3,catholic,99
1479,56,girl,4,7,6,5,catholic,106
1480,56,girl,2,5,3,3,catholic,101
1481,56,boy,5,5,5,4,catholic,123
1482,56,boy,5,7,lowest,3,catholic,114
1483,56,girl,2,NA,NA,2,catholic,98
1484,56,girl,4,7,5,3,catholic,103
1485,56,boy,5,4,4,3,catholic,119
1486,56,girl,2,6,5,5,catholic,94
1487,56,boy,2,5,lowest,3,catholic,98
1488,56,boy,4,lowest,lowest,lowest,catholic,109
1489,56,boy,2,7,4,5,catholic,93
1490,56,boy,highest,highest,7,3,catholic,132
1491,56,girl,2,5,lowest,3,catholic,93
1492,56,girl,2,3,lowest,2,catholic,88
1493,56,girl,2,5,lowest,3,catholic,88
1494,56,boy,5,7,5,3,catholic,118
1495,56,boy,4,7,lowest,5,catholic,102
1496,56,boy,5,7,7,3,catholic,108
1497,56,boy,4,5,5,4,catholic,98
1498,56,boy,2,7,5,highest,catholic,96
1499,56,boy,2,2,lowest,lowest,catholic,95
1500,56,boy,2,5,5,3,catholic,85
1501,56,boy,5,4,5,3,catholic,116
1502,56,boy,5,7,3,3,catholic,121
1503,56,boy,4,7,lowest,3,catholic,104
1504,57,girl,2,2,lowest,NA,protestant,93
1505,57,boy,2,lowest,lowest,lowest,protestant,86
1506,57,boy,2,3,2,2,protestant,87
1507,57,girl,2,lowest,lowest,lowest,protestant,82
1508,57,girl,lowest,lowest,lowest,lowest,protestant,77
1509,57,boy,lowest,lowest,lowest,lowest,protestant,81
1510,57,girl,lowest,lowest,lowest,2,protestant,72
1511,57,boy,2,2,2,3,protestant,90
1512,57,boy,4,NA,6,NA,protestant,109
1513,57,girl,2,2,lowest,4,protestant,99
1514,57,girl,2,lowest,lowest,2,protestant,84
1515,57,boy,2,lowest,lowest,NA,protestant,89
1516,57,girl,4,lowest,lowest,NA,protestant,111
1517,57,boy,lowest,3,2,2,protestant,81
1518,57,boy,lowest,lowest,lowest,4,protestant,76
1519,57,girl,lowest,lowest,lowest,lowest,protestant,85
1520,57,boy,2,lowest,lowest,2,protestant,101
1521,57,girl,4,3,lowest,2,protestant,115
1522,57,boy,2,lowest,lowest,lowest,protestant,101
1523,57,boy,2,lowest,lowest,2,protestant,100
1524,57,boy,2,lowest,lowest,NA,protestant,83
1525,57,girl,2,lowest,lowest,lowest,protestant,102
1526,58,boy,4,2,lowest,3,protestant,111
1527,58,boy,4,5,5,4,protestant,113
1528,58,girl,lowest,5,5,3,protestant,62
1529,58,boy,5,7,5,5,protestant,116
1530,58,girl,4,NA,NA,2,protestant,111
1531,58,boy,highest,7,6,3,protestant,125
1532,58,boy,highest,7,6,5,protestant,133
1533,58,boy,2,2,5,3,protestant,94
1534,58,boy,2,lowest,lowest,3,protestant,95
1535,58,girl,2,7,5,5,protestant,91
1536,58,boy,2,7,5,5,protestant,73
1537,58,boy,highest,8,6,3,protestant,129
1538,58,boy,4,NA,5,NA,protestant,106
1539,58,boy,lowest,7,6,3,protestant,88
1540,58,girl,2,3,lowest,2,protestant,86
1541,58,girl,4,3,3,2,protestant,114
1542,58,boy,2,3,3,2,protestant,76
1543,58,boy,highest,7,6,NA,protestant,126
1544,58,girl,2,lowest,lowest,4,protestant,88
1545,58,girl,4,4,5,5,protestant,110
1546,58,girl,2,7,7,2,protestant,110
1547,58,girl,2,5,lowest,3,protestant,91
1548,58,boy,2,3,5,5,protestant,100
1549,58,girl,2,4,lowest,2,protestant,103
1550,58,girl,4,5,lowest,3,protestant,105
1551,58,girl,2,8,3,5,protestant,101
1552,58,girl,4,4,3,2,protestant,111
1553,58,boy,5,8,lowest,5,protestant,118
1554,58,girl,lowest,3,3,2,protestant,70
1555,58,boy,highest,2,lowest,5,protestant,126
1556,58,girl,4,3,3,4,protestant,107
1557,58,girl,2,highest,6,highest,protestant,93
1558,58,boy,highest,highest,highest,highest,protestant,132
1559,58,girl,lowest,7,lowest,5,protestant,71
