county,distid,dist_name,instid,inst_name,inst_type,asian,black_african_american,hispanic_latino,american_indian_alaska_native,multi_racial,native_hawaiian_pacific_islander,white
Benton,1901,Corvallis SD 509J,36,Lincoln Elementary School,School,NA,NA,9.4,NA,NA,NA,12.2
Benton,1901,Corvallis SD 509J,37,Mt View Elementary School,School,NA,NA,NA,NA,NA,NA,11.8
Benton,1901,Corvallis SD 509J,39,Wilson Elementary School,School,NA,NA,9,NA,10.3,NA,11.5
Clackamas,1922,West Linn-Wilsonville SD 3J,45,Cedaroak Park Primary School,School,NA,NA,NA,NA,NA,NA,12.4
Clackamas,1922,West Linn-Wilsonville SD 3J,47,Stafford Primary School,School,NA,NA,NA,NA,NA,NA,11.1
Clackamas,1922,West Linn-Wilsonville SD 3J,48,Sunset Primary School,School,NA,NA,NA,NA,15.9,NA,10.5
Clackamas,1923,Lake Oswego SD 7J,53,Forest Hills Elementary School,School,NA,NA,NA,NA,NA,NA,11.7
Clackamas,1923,Lake Oswego SD 7J,54,Hallinan Elementary School,School,NA,NA,NA,NA,20.3,NA,12
Clackamas,1923,Lake Oswego SD 7J,55,Lake Grove Elementary School,School,NA,NA,NA,NA,NA,NA,11.4
Clackamas,1923,Lake Oswego SD 7J,56,River Grove Elementary School,School,16,NA,14.6,NA,16.2,NA,11.3
Clackamas,1923,Lake Oswego SD 7J,58,Westridge Elementary School,School,NA,NA,NA,NA,NA,NA,12
Clackamas,1924,North Clackamas SD 12,65,Bilquist Elementary School,School,NA,NA,4.1,NA,4.6,NA,7.4
Clackamas,1924,North Clackamas SD 12,72,Whitcomb Elementary School,School,NA,NA,0.9,NA,NA,NA,7.7
Clackamas,1924,North Clackamas SD 12,73,Milwaukie Elementary School,School,NA,NA,NA,NA,NA,NA,8.7
Clackamas,1924,North Clackamas SD 12,76,Riverside Elementary School,School,NA,NA,2.8,NA,NA,NA,6.9
Clackamas,1924,North Clackamas SD 12,78,Sunnyside Elementary School,School,7.6,NA,7.5,NA,4.3,NA,5.9
Clackamas,1924,North Clackamas SD 12,79,View Acres Elementary School,School,NA,NA,3.6,NA,10.8,NA,7.9
Clackamas,1926,Oregon Trail SD 46,88,Welches Elementary School,School,NA,NA,NA,NA,NA,NA,11.8
Multnomah,2183,Gresham-Barlow SD 10J,90,Deep Creek â€“ Damascus K-8 School,School,NA,NA,NA,NA,NA,NA,10.1
Clackamas,1929,Canby SD 86,92,Carus School,School,NA,NA,1.1,NA,NA,NA,6.6
Clackamas,1925,Molalla River SD 35,93,Clarkes Elementary School,School,NA,NA,NA,NA,NA,NA,5.8
Clackamas,1925,Molalla River SD 35,94,Molalla Elementary School,School,NA,NA,3,NA,NA,NA,5.4
Clackamas,1926,Oregon Trail SD 46,96,Naas Elementary School,School,NA,NA,2.2,NA,NA,NA,8
Clackamas,1926,Oregon Trail SD 46,99,Kelso Elementary School,School,NA,NA,NA,NA,NA,NA,12.9
Clackamas,1926,Oregon Trail SD 46,100,Sandy Grade School,School,NA,NA,4,NA,NA,NA,9.6
Clackamas,1926,Oregon Trail SD 46,101,Firwood Elementary School,School,NA,NA,4.8,NA,NA,NA,11.3
Clackamas,1927,Colton SD 53,103,Colton Elementary School,School,NA,NA,NA,NA,NA,NA,7.4
Clackamas,1928,Oregon City SD 62,105,Beavercreek Elementary School,School,NA,NA,NA,NA,NA,NA,9.7
Clackamas,1928,Oregon City SD 62,107,Holcomb Elementary School,School,NA,NA,9,NA,NA,NA,8.8
Clackamas,1928,Oregon City SD 62,109,Gaffney Lane Elementary School,School,NA,NA,1.7,NA,NA,NA,8.9
Clackamas,1928,Oregon City SD 62,110,Jennings Lodge Elementary School,School,NA,NA,5.8,NA,NA,NA,10
Clackamas,1928,Oregon City SD 62,114,John McLoughlin Elementary School,School,NA,NA,NA,NA,NA,NA,10.8
Marion,2138,Silver Falls SD 4J,119,Butte Creek Elementary School,School,NA,NA,3.4,NA,NA,NA,9.4
Clackamas,1925,Molalla River SD 35,121,Mulino Elementary School,School,NA,NA,1.1,NA,NA,NA,3.4
Clackamas,1929,Canby SD 86,122,William Knight Elementary School,School,NA,NA,1.2,NA,NA,NA,5.3
Clackamas,1929,Canby SD 86,124,Howard Eccles Elementary School,School,NA,NA,4.1,NA,NA,NA,11.8
Clackamas,1929,Canby SD 86,127,Ninety-One School,School,NA,NA,NA,NA,NA,NA,7.1
Clackamas,1925,Molalla River SD 35,128,Rural Dell Elementary School,School,NA,NA,3.9,NA,NA,NA,4.4
Clackamas,1930,Estacada SD 108,131,Clackamas River Elementary School,School,NA,NA,NA,NA,NA,NA,6.1
Clackamas,1930,Estacada SD 108,132,River Mill Elementary School,School,NA,NA,6.5,NA,NA,NA,6.2
Clackamas,1928,Oregon City SD 62,139,Redland Elementary School,School,NA,NA,5.3,NA,6.7,NA,7.3
Clatsop,1933,Astoria SD 1,143,Astor Elementary School,School,NA,NA,9.4,NA,NA,NA,11.2
Clatsop,1935,Seaside SD 10,152,Seaside Heights Elementary School,School,NA,NA,2.5,NA,NA,NA,7.1
Clatsop,1935,Seaside SD 10,153,Gearhart Elementary School,School,NA,NA,5.3,NA,NA,NA,7.4
Clatsop,1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,School,NA,NA,10.6,NA,NA,NA,8.6
Columbia,1944,Scappoose SD 1J,158,Grant Watts Elementary School,School,NA,NA,2,NA,6.9,NA,6.6
Columbia,1944,Scappoose SD 1J,160,Warren Elementary School,School,NA,NA,NA,NA,NA,NA,7.2
Columbia,1945,Clatskanie SD 6J,163,Clatskanie Elementary School,School,NA,NA,NA,NA,2,NA,6.7
Clatsop,2262,Knappa SD 4,166,Hilda Lahti Elementary School,School,NA,NA,NA,NA,NA,NA,5.1
Columbia,1946,Rainier SD 13,171,Hudson Park Elementary School,School,NA,NA,NA,NA,8.3,NA,10.6
Columbia,1947,Vernonia SD 47J,176,Mist Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Columbia,1947,Vernonia SD 47J,177,Vernonia Elementary School,School,NA,NA,NA,NA,NA,NA,5
Columbia,1948,St Helens SD 502,179,Columbia City Elementary School,School,NA,NA,5.8,NA,NA,NA,8.6
Columbia,1948,St Helens SD 502,182,McBride Elementary School,School,NA,NA,3.3,NA,NA,NA,7.8
Coos,1964,Coquille SD 8,189,Lincoln School of Early Learning,School,NA,NA,6.1,NA,9.6,NA,8.9
Coos,1965,Coos Bay SD 9,192,Blossom Gulch Elementary School,School,NA,NA,1.6,NA,0.8,NA,5.7
Coos,1965,Coos Bay SD 9,196,Madison Elementary School,School,NA,NA,0.2,NA,NA,NA,2.8
Coos,1966,North Bend SD 13,204,Hillcrest Elementary School,School,NA,NA,1.9,NA,NA,NA,8.3
Coos,1966,North Bend SD 13,205,North Bay Elementary School,School,NA,NA,4,NA,4.6,NA,4.1
Coos,1967,Powers SD 31,210,Powers Elementary School,School,NA,NA,NA,NA,NA,NA,8
Coos,1968,Myrtle Point SD 41,214,Myrtle Crest School,School,NA,NA,NA,NA,NA,NA,4.4
Coos,1969,Bandon SD 54,217,Ocean Crest Elementary School,School,NA,NA,NA,NA,NA,NA,6.7
Crook,1970,Crook County SD,219,Crooked River Elementary School,School,NA,NA,5.1,NA,NA,NA,9.1
Crook,1970,Crook County SD,222,Paulina School,School,NA,NA,NA,NA,NA,NA,NA
Crook,1970,Crook County SD,223,Powell Butte Community Charter School,School,NA,NA,NA,NA,NA,NA,11.8
Curry,1973,Port Orford-Langlois SD 2CJ,228,Driftwood Elementary School,School,NA,NA,NA,NA,NA,NA,7.3
Curry,1972,Central Curry SD 1,231,Riley Creek Elementary School,School,NA,NA,NA,NA,NA,NA,6.8
Curry,1974,Brookings-Harbor SD 17C,236,Kalmiopsis Elementary School,School,NA,NA,9.3,NA,10.5,NA,4.9
Deschutes,1976,Bend-LaPine Administrative SD 1,241,Bear Creek Elementary School,School,NA,NA,5.1,NA,NA,NA,12.6
Deschutes,1976,Bend-LaPine Administrative SD 1,245,LaPine Elementary School,School,NA,NA,NA,NA,NA,NA,4.4
Deschutes,1976,Bend-LaPine Administrative SD 1,246,Juniper Elementary School,School,NA,NA,8.4,NA,NA,NA,8.2
Deschutes,1976,Bend-LaPine Administrative SD 1,247,R E Jewell Elementary School,School,NA,NA,1.3,NA,NA,NA,11.7
Deschutes,1976,Bend-LaPine Administrative SD 1,250,Buckingham Elementary School,School,NA,NA,8.9,NA,NA,NA,8.5
Deschutes,1977,Redmond SD 2J,260,Terrebonne Community School,School,NA,NA,NA,NA,NA,NA,6.9
Deschutes,1977,Redmond SD 2J,261,Tumalo Community School,School,NA,NA,2.7,NA,NA,NA,8.8
Deschutes,1978,Sisters SD 6,264,Sisters Elementary School,School,NA,NA,NA,NA,NA,NA,8.3
Crook,1970,Crook County SD,265,Brothers Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Douglas,1990,Oakland SD 1,267,Oakland Elementary School,School,NA,NA,NA,NA,NA,NA,7.8
Douglas,1991,Douglas County SD 4,269,Eastwood Elementary School,School,NA,NA,2.4,NA,NA,NA,6.7
Douglas,1991,Douglas County SD 4,270,Fir Grove Elementary School,School,NA,NA,4.3,NA,NA,NA,3.8
Douglas,1991,Douglas County SD 4,271,Fullerton IV Elementary School,School,NA,NA,4.7,NA,NA,NA,5.5
Douglas,1991,Douglas County SD 4,272,Green Elementary School,School,NA,NA,NA,NA,10.7,NA,4.1
Douglas,1991,Douglas County SD 4,273,Hucrest Elementary School,School,NA,NA,5.2,NA,NA,NA,8
Douglas,1991,Douglas County SD 4,274,Melrose Elementary School,School,NA,NA,NA,NA,NA,NA,9
Douglas,1991,Douglas County SD 4,276,Sunnyslope Elementary School,School,NA,NA,2.6,NA,NA,NA,6.6
Douglas,1991,Douglas County SD 4,277,Winchester Elementary School,School,NA,NA,4.9,NA,NA,NA,6.4
Douglas,1992,Glide SD 12,282,Glide Elementary School,School,NA,NA,10,NA,6.5,NA,5
Douglas,1994,South Umpqua SD 19,289,Canyonville School,School,NA,NA,NA,NA,7.5,NA,5.6
Douglas,1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,School,NA,NA,5.7,NA,NA,NA,2.3
Douglas,1994,South Umpqua SD 19,292,Tri City Elementary School,School,NA,NA,NA,NA,NA,NA,5.4
Douglas,1996,North Douglas SD 22,296,North Douglas Elementary School,School,NA,NA,NA,NA,NA,NA,2.7
Douglas,1997,Yoncalla SD 32,299,Yoncalla Elementary School,School,NA,NA,NA,NA,NA,NA,11.4
Douglas,1998,Elkton SD 34,302,Elkton Charter School,School,NA,NA,NA,NA,NA,NA,6.1
Douglas,1999,Riddle SD 70,304,Riddle Elementary School,School,NA,NA,NA,NA,NA,NA,5
Douglas,2000,Glendale SD 77,306,Glendale Elementary School,School,NA,NA,NA,NA,NA,NA,4.6
Douglas,2001,Reedsport SD 105,309,Highland Elementary School,School,NA,NA,NA,NA,5.3,NA,5.9
Douglas,2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,School,NA,NA,NA,NA,NA,NA,9.6
Douglas,2003,Sutherlin SD 130,318,East Sutherlin Primary School,School,NA,NA,3.4,NA,NA,NA,4.9
Gilliam,2005,Arlington SD 3,323,Arlington Community Charter School,School,NA,NA,NA,NA,NA,NA,11.9
Gilliam,2006,Condon SD 25J,325,Condon Elementary School,School,NA,NA,NA,NA,NA,NA,4.2
Grant,2008,John Day SD 3,327,Humbolt Elementary School,School,NA,NA,NA,NA,NA,NA,9.9
Grant,2008,John Day SD 3,330,Seneca Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Harney,2014,Harney County SD 3,342,Henry L Slater Elementary School,School,NA,NA,7.3,NA,NA,NA,6.5
Harney,2015,Harney County SD 4,346,Crane Elementary School,School,NA,NA,NA,NA,NA,NA,8.8
Harney,2017,Diamond SD 7,348,Diamond Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Harney,2018,Suntex SD 10,349,Suntex Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Harney,2019,Drewsey SD 13,350,Drewsey Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Harney,2021,Double O SD 28,352,Double O Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Harney,2022,South Harney SD 33,357,Fields Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Hood River,2024,Hood River County SD,362,May Street Elementary School,School,NA,NA,2.2,NA,NA,NA,10.4
Hood River,2024,Hood River County SD,363,Mid Valley Elementary School,School,NA,NA,3.1,NA,NA,NA,4.2
Hood River,2024,Hood River County SD,364,Parkdale Elementary School,School,NA,NA,2.1,NA,NA,NA,5.9
Hood River,2024,Hood River County SD,366,Westside Elementary School,School,NA,NA,2.4,NA,NA,NA,8.3
Jackson,2039,Phoenix-Talent SD 4,370,Orchard Hill Elementary School,School,NA,NA,1.8,NA,NA,NA,6.6
Jackson,2039,Phoenix-Talent SD 4,371,Phoenix Elementary School,School,NA,NA,4.2,NA,NA,NA,7.4
Jackson,2039,Phoenix-Talent SD 4,372,Talent Elementary School,School,NA,NA,4.4,NA,NA,NA,7.6
Jackson,2041,Ashland SD 5,375,Bellview Elementary School,School,NA,NA,4.1,NA,NA,NA,11.2
Jackson,2041,Ashland SD 5,377,Helman Elementary School,School,NA,NA,NA,NA,13.6,NA,11.5
Jackson,2041,Ashland SD 5,379,Walker Elementary School,School,NA,NA,2.3,NA,9.3,NA,7.1
Jackson,2042,Central Point SD 6,382,Central Point Elementary School,School,NA,NA,8.1,NA,NA,NA,8.1
Jackson,2042,Central Point SD 6,383,Jewett Elementary School,School,NA,NA,3.7,NA,NA,NA,5.9
Jackson,2042,Central Point SD 6,384,Patrick Elementary School,School,NA,NA,NA,NA,NA,NA,5.9
Jackson,2042,Central Point SD 6,385,Richardson Elementary School,School,NA,NA,4,NA,NA,NA,8.9
Jackson,2042,Central Point SD 6,386,Sams Valley Elementary School,School,NA,NA,7.6,NA,NA,NA,4.6
Jackson,2043,Eagle Point SD 9,390,Hillside Elementary School,School,NA,NA,3.2,NA,NA,NA,4.6
Jackson,2043,Eagle Point SD 9,393,Shady Cove School,School,NA,NA,NA,NA,NA,NA,6.7
Jackson,2043,Eagle Point SD 9,394,Table Rock Elementary School,School,NA,NA,1.1,NA,NA,NA,3.8
Jackson,2044,Rogue River SD 35,399,Rogue River Elementary School,School,NA,NA,NA,NA,NA,NA,2.5
Josephine,2055,Three Rivers/Josephine County SD,402,Applegate Elementary School,School,NA,NA,NA,NA,NA,NA,4.1
Jackson,2046,Butte Falls SD 91,406,Butte Falls Charter School,School,NA,NA,NA,NA,NA,NA,5.2
Jackson,2047,Pinehurst SD 94,407,Pinehurst Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Jackson,2048,Medford SD 549C,408,Griffin Creek Elementary School,School,NA,NA,7.3,NA,NA,NA,6.4
Jackson,2048,Medford SD 549C,409,Hoover Elementary School,School,NA,NA,5.8,NA,NA,NA,11.6
Jackson,2048,Medford SD 549C,410,Howard Elementary School,School,NA,NA,2.9,NA,NA,NA,4.5
Jackson,2048,Medford SD 549C,411,Jackson Elementary School,School,NA,NA,1.6,NA,NA,NA,5.9
Jackson,2048,Medford SD 549C,412,Jacksonville Elementary School,School,NA,NA,9.3,NA,NA,NA,12.6
Jackson,2048,Medford SD 549C,413,Jefferson Elementary School,School,NA,NA,3.2,NA,NA,NA,5.6
Jackson,2048,Medford SD 549C,414,Lone Pine Elementary School,School,NA,NA,7.4,NA,NA,NA,9
Jackson,2048,Medford SD 549C,415,Oak Grove Elementary School,School,NA,NA,2.1,NA,NA,NA,3.1
Jackson,2048,Medford SD 549C,416,Kennedy Elementary School,School,NA,NA,3.5,NA,NA,NA,5.9
Jackson,2048,Medford SD 549C,417,Roosevelt Elementary School,School,NA,NA,2.2,NA,NA,NA,3.8
Jackson,2048,Medford SD 549C,418,Ruch Elementary School,School,NA,NA,NA,NA,NA,NA,9
Jackson,2048,Medford SD 549C,419,Washington Elementary School,School,NA,NA,3,NA,NA,NA,3.6
Jackson,2048,Medford SD 549C,420,Wilson Elementary School,School,NA,NA,2.5,NA,NA,NA,4.3
Jefferson,2050,Culver SD 4,425,Culver Elementary School,School,NA,NA,6.9,NA,NA,NA,12.7
Jefferson,2051,Ashwood SD 8,427,Ashwood Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Jefferson,2052,Black Butte SD 41,428,Black Butte Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Jefferson,2053,Jefferson County SD 509J,429,Buff Intermediate School,School,NA,NA,2.1,NA,NA,NA,4.2
Jefferson,2053,Jefferson County SD 509J,430,Madras Primary School,School,NA,NA,1.9,NA,NA,NA,4.4
Jefferson,2053,Jefferson County SD 509J,431,Metolius Elementary School,School,NA,NA,1,NA,NA,NA,3.6
Jefferson,2053,Jefferson County SD 509J,432,Warm Springs K-8 Academy,School,NA,NA,NA,3.2,NA,NA,NA
Josephine,2054,Grants Pass SD 7,435,Allen Dale Elementary School,School,NA,NA,5.5,NA,7.7,NA,8.7
Josephine,2054,Grants Pass SD 7,436,Highland Elementary School,School,NA,NA,3.8,NA,5,NA,8.5
Josephine,2054,Grants Pass SD 7,437,Lincoln Elementary School,School,NA,NA,3.5,NA,NA,NA,7.5
Josephine,2054,Grants Pass SD 7,439,Redwood Elementary School,School,NA,NA,2.9,NA,5.7,NA,7
Josephine,2054,Grants Pass SD 7,440,Riverside Elementary School,School,NA,NA,5.3,NA,4.2,NA,5.8
Josephine,2055,Three Rivers/Josephine County SD,443,Evergreen Elementary School,School,NA,NA,0.6,NA,2,NA,2.8
Josephine,2055,Three Rivers/Josephine County SD,445,Fruitdale Elementary School,School,NA,NA,12.7,NA,0.2,NA,4.9
Josephine,2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elementary School,School,NA,NA,NA,NA,NA,NA,4.5
Josephine,2055,Three Rivers/Josephine County SD,450,Madrona Elementary School,School,NA,NA,NA,NA,NA,NA,10
Josephine,2055,Three Rivers/Josephine County SD,451,Manzanita Elementary School,School,NA,NA,8.9,NA,NA,NA,4.8
Josephine,2055,Three Rivers/Josephine County SD,453,Williams Elementary School,School,NA,NA,NA,NA,NA,NA,4.9
Klamath,2056,Klamath Falls City Schools,459,Joseph Conger Elementary School,School,NA,NA,1.2,NA,NA,NA,4.4
Klamath,2056,Klamath Falls City Schools,461,Mills Elementary School,School,NA,NA,2.7,NA,NA,NA,4.1
Klamath,2056,Klamath Falls City Schools,462,Pelican Elementary School,School,NA,NA,NA,NA,NA,NA,4.2
Klamath,2056,Klamath Falls City Schools,465,Roosevelt Elementary School,School,NA,NA,3.2,NA,NA,NA,11.3
Klamath,2057,Klamath County SD,467,Bonanza Elementary School,School,NA,NA,NA,NA,NA,NA,3.3
Klamath,2057,Klamath County SD,468,Chiloquin Elementary School,School,NA,NA,NA,1.5,NA,NA,2.8
Klamath,2057,Klamath County SD,470,Ferguson Elementary School,School,NA,NA,2.3,NA,1.7,NA,3.5
Klamath,2057,Klamath County SD,471,Gearhart Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Klamath,2057,Klamath County SD,472,Gilchrist Elementary School,School,NA,NA,NA,NA,NA,NA,4.4
Klamath,2057,Klamath County SD,473,Henley Elementary School,School,NA,NA,2.7,NA,NA,NA,9
Klamath,2057,Klamath County SD,474,Keno Elementary School,School,NA,NA,NA,NA,NA,NA,4.4
Klamath,2057,Klamath County SD,475,Malin Elementary School,School,NA,NA,1.4,NA,NA,NA,3.8
Klamath,2057,Klamath County SD,476,Merrill Elementary School,School,NA,NA,1.1,NA,NA,NA,3.1
Klamath,2057,Klamath County SD,477,Peterson Elementary School,School,NA,NA,0.7,0.5,0.3,NA,4.4
Klamath,2057,Klamath County SD,478,Shasta Elementary School,School,NA,NA,1.2,NA,NA,NA,5.8
Klamath,2057,Klamath County SD,479,Stearns Elementary School,School,NA,NA,0.5,NA,NA,NA,3.1
Lake,2059,Lake County SD 7,489,Union Elementary School,School,NA,NA,NA,NA,NA,NA,16.5
Lake,2059,Lake County SD 7,490,Fremont - Hay Elementary School,School,NA,NA,10.9,NA,NA,NA,12.6
Lake,2062,Plush SD 18,497,Plush Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Lane,2081,Pleasant Hill SD 1,500,Pleasant Hill Elementary School,School,NA,NA,NA,NA,NA,NA,8
Lane,2082,Eugene SD 4J,503,Adams Elementary School,School,NA,NA,NA,NA,NA,NA,14.8
Lane,2082,Eugene SD 4J,504,Awbrey Park Elementary School,School,NA,NA,5.1,NA,NA,NA,9.7
Lane,2082,Eugene SD 4J,507,Coburg Community Charter School,School,NA,NA,NA,NA,NA,NA,13.8
Lane,2082,Eugene SD 4J,510,Edison Elementary School,School,NA,NA,NA,NA,NA,NA,10.9
Lane,2082,Eugene SD 4J,513,Gilham Elementary School,School,NA,NA,8.8,NA,9.4,NA,10
Lane,2082,Eugene SD 4J,515,Howard Elementary School,School,NA,NA,3.5,NA,NA,NA,4.5
Lane,2082,Eugene SD 4J,522,McCornack Elementary School,School,NA,NA,4.4,NA,NA,NA,9
