county,distid,dist_name,instid,inst_name,inst_type,asian,black_african_american,hispanic_latino,american_indian_alaska_native,multi_racial,native_hawaiian_pacific_islander,white
Lane,2083,Springfield SD 19,2083,Springfield SD 19   (test administered @ SD),School,NA,NA,NA,NA,NA,NA,NA
Lane,2088,Bethel SD 52,2088,Bethel SD 52,School,NA,NA,NA,NA,NA,NA,NA
Linn,2100,Greater Albany Public SD 8J,2100,Greater Albany Public SD 8J,School,NA,NA,NA,NA,NA,NA,NA
Malheur,2108,Ontario SD 8C,2108,Ontario SD 8C,School,NA,NA,NA,NA,NA,NA,NA
Multnomah,2180,Portland SD 1J,2180,Portland SD 1J   (test administered @ SD),School,NA,NA,NA,NA,NA,NA,NA
Multnomah,2188,Riverdale SD 51J,2188,Riverdale SD 51J,School,NA,NA,NA,NA,NA,NA,NA
Washington,2241,Forest Grove SD 15,2241,Forest Grove SD 15,School,NA,NA,NA,NA,NA,NA,NA
Washington,2242,Tigard-Tualatin SD 23J,2242,Tigard-Tualatin SD 23J,School,NA,NA,NA,NA,NA,NA,NA
Lane,2088,Bethel SD 52,2264,Meadow View School,School,NA,NA,11.2,NA,5.5,NA,11
Multnomah,2180,Portland SD 1J,2413,Forest Park Elementary School,School,20.3,NA,7.3,NA,17.7,NA,15.4
Clackamas,1924,North Clackamas SD 12,2733,Sojourner School,School,NA,NA,NA,NA,NA,NA,11.1
Washington,2243,Beaverton SD 48J,2781,Scholls Heights Elementary School,School,16.6,NA,1.9,NA,10,NA,13.9
Yamhill,2256,McMinnville SD 40,2784,Grandhaven Elementary School,School,NA,NA,5.2,NA,NA,NA,6.5
Linn,2103,Scio SD 95,2994,Lourdes School,School,NA,NA,NA,NA,NA,NA,NA
Malheur,2107,Jordan Valley SD 3,3132,Rockville Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Marion,2141,North Marion SD 15,3146,North Marion Primary School,School,NA,NA,3.8,NA,NA,NA,7.4
Jackson,2043,Eagle Point SD 9,3147,Lake Creek Learning Center,School,NA,NA,NA,NA,NA,NA,6.4
Washington,2239,Hillsboro SD 1J,3159,Paul L Patterson Elementary School,School,NA,NA,8.7,NA,9.8,NA,11
Washington,2239,Hillsboro SD 1J,3160,Orenco Elementary School,School,16.4,NA,4.9,NA,10.6,NA,10.5
Benton,1900,Philomath SD 17J,3162,Clemens Primary School,School,NA,NA,1.8,NA,NA,NA,7.8
Clackamas,1924,North Clackamas SD 12,3198,Spring Mountain Elementary School,School,11.4,NA,7.1,NA,13.6,NA,7.5
Marion,2142,Salem-Keizer SD 24J,3215,Miller Elementary School,School,NA,NA,1.8,NA,NA,NA,2.8
Deschutes,1976,Bend-LaPine Administrative SD 1,3218,High Lakes Elementary School,School,NA,NA,NA,NA,NA,NA,9.9
Deschutes,1976,Bend-LaPine Administrative SD 1,3219,Highland School at Kenwood Elementary School,School,NA,NA,NA,NA,NA,NA,14
Deschutes,1976,Bend-LaPine Administrative SD 1,3221,Westside Village Magnet School at Kingston Elementary School,School,NA,NA,NA,NA,NA,NA,8.7
Washington,2244,Sherwood SD 88J,3222,Middleton Elementary School,School,NA,NA,NA,NA,NA,NA,12.3
Lane,2082,Eugene SD 4J,3229,Village School,School,NA,NA,NA,NA,NA,NA,13.4
Lane,2082,Eugene SD 4J,3233,Ridgeline Montessori,School,NA,NA,NA,NA,NA,NA,15.2
Clackamas,1924,North Clackamas SD 12,3342,Oak Grove Elementary School,School,NA,NA,NA,NA,4,NA,6.7
Baker,1896,Burnt River SD 30J,3347,Burnt River School,School,NA,NA,NA,NA,NA,NA,NA
Douglas,1993,Douglas County SD 15,3348,Days Creek Charter School,School,NA,NA,NA,NA,NA,NA,4.6
Grant,2009,Prairie City SD 4,3349,Prairie City School,School,NA,NA,NA,NA,NA,NA,13.1
Grant,2010,Monument SD 8,3350,Monument School,School,NA,NA,NA,NA,NA,NA,NA
Baker,1895,Huntington SD 16J,3351,Huntington School,School,NA,NA,NA,NA,NA,NA,8.8
Clatsop,1934,Jewell SD 8,3352,Jewell School,School,NA,NA,NA,NA,NA,NA,8.1
Grant,2011,Dayville SD 16J,3353,Dayville School,School,NA,NA,NA,NA,NA,NA,NA
Jackson,2045,Prospect SD 59,3356,Prospect Charter School,School,NA,NA,NA,NA,NA,NA,8.9
Lake,2060,Paisley SD 11,3360,Paisley School,School,NA,NA,NA,NA,NA,NA,18.1
Lincoln,2097,Lincoln County SD,3361,Eddyville Charter School,School,NA,NA,NA,NA,NA,NA,9.6
Malheur,2114,Harper SD 66,3362,Harper Charter School,School,NA,NA,NA,NA,NA,NA,5.2
Morrow,3997,Ione SD R2,3363,Ione Community Charter School,School,NA,NA,NA,NA,NA,NA,NA
Umatilla,2201,Helix SD 1,3364,Helix School,School,NA,NA,NA,NA,NA,NA,10.7
Union,2214,North Powder SD 8J,3365,North Powder Charter School,School,NA,NA,NA,NA,NA,NA,11.7
Grant,2012,Long Creek SD 17,3366,Long Creek School,School,NA,NA,NA,NA,NA,NA,NA
Hood River,2024,Hood River County SD,3372,Cascade Locks School,School,NA,NA,NA,NA,NA,NA,1.1
Marion,2142,Salem-Keizer SD 24J,3374,Weddle Elementary School,School,NA,NA,1.1,NA,NA,NA,7
Marion,2142,Salem-Keizer SD 24J,3375,Lamb Elementary School,School,NA,NA,1.8,NA,NA,NA,9.7
Marion,2142,Salem-Keizer SD 24J,3376,Hammond Elementary School,School,NA,NA,0.8,NA,NA,NA,6.1
Marion,2142,Salem-Keizer SD 24J,3377,Hallman Elementary School,School,NA,NA,2.6,NA,NA,NA,4.5
Polk,2192,Perrydale SD 21,3378,Perrydale School,School,NA,NA,NA,NA,NA,NA,7.1
Douglas,1995,Camas Valley SD 21J,3400,Camas Valley School,School,NA,NA,NA,NA,NA,NA,5.4
Lane,2095,Blachly SD 90,3401,Triangle Lake Charter School,School,NA,NA,NA,NA,NA,NA,6.4
Wasco,2229,Dufur SD 29,3402,Dufur School,School,NA,NA,NA,NA,NA,NA,14
Wheeler,2247,Spray SD 1,3403,Spray School,School,NA,NA,NA,NA,NA,NA,NA
Wheeler,2249,Mitchel SD 55,3404,Mitchell School,School,NA,NA,NA,NA,NA,NA,NA
Umatilla,2206,Hermiston SD 8,3426,Desert View Elementary School,School,NA,NA,0.1,NA,NA,NA,6
Umatilla,2210,Ukiah SD 80R,3432,Ukiah School,School,NA,NA,NA,NA,NA,NA,NA
Umatilla,2203,Echo SD 5,3433,Echo School,School,NA,NA,NA,NA,NA,NA,9.9
Union,2216,Cove SD 15,3434,Cove Charter School,School,NA,NA,NA,NA,NA,NA,6.8
Washington,2243,Beaverton SD 48J,3437,Jacob Wismer Elementary School,School,21,NA,12,NA,NA,NA,13.6
Benton,1900,Philomath SD 17J,3440,Kings Valley Charter School,School,NA,NA,NA,NA,NA,NA,4.4
Multnomah,2180,Portland SD 1J,3451,Opal School of the Portland Childrens Museum,School,NA,NA,NA,NA,NA,NA,7.5
Clackamas,1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,School,NA,NA,NA,NA,NA,NA,9.6
Jefferson,2053,Jefferson County SD 509J,3458,Big Muddy Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Polk,2190,Dallas SD 2,3461,Luckiamute Valley Charter School,School,NA,NA,NA,NA,NA,NA,4.3
Polk,2191,Central SD 13J,3464,Ash Creek Elementary School,School,NA,NA,5.7,NA,14.1,NA,8.1
Multnomah,2182,Reynolds SD 7,3490,Multisensory Learning Academy,School,NA,NA,7.4,NA,NA,NA,8.5
Linn,2101,Lebanon Community SD 9,3503,Riverview School,School,NA,NA,2,NA,6.5,NA,3.6
Linn,2101,Lebanon Community SD 9,3504,Pioneer School,School,NA,NA,1,NA,NA,NA,1.7
Linn,2101,Lebanon Community SD 9,3505,Sand Ridge Charter School,School,NA,NA,10,NA,NA,NA,9
Multnomah,2187,David Douglas SD 40,3525,Earl Boyles Elementary School,School,17.4,0.5,16.7,NA,16.7,NA,12.8
Marion,2142,Salem-Keizer SD 24J,3526,Lee Elementary School,School,NA,NA,3.3,NA,NA,NA,5.3
Marion,2142,Salem-Keizer SD 24J,3529,Forest Ridge Elementary School,School,NA,NA,4.2,NA,NA,NA,8.5
Washington,2239,Hillsboro SD 1J,3536,Imlay Elementary School,School,19.2,NA,2.9,NA,NA,NA,9.9
Multnomah,2183,Gresham-Barlow SD 10J,3543,Hogan Cedars Elementary School,School,NA,NA,2,NA,11.3,NA,4.7
Lane,2088,Bethel SD 52,3567,Prairie Mountain School,School,NA,NA,4.1,NA,NA,NA,10.1
Columbia,1948,St Helens SD 502,3569,Lewis & Clark Elementary School,School,NA,NA,4.1,NA,6.1,NA,10.1
Washington,2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),School,NA,NA,12,NA,NA,NA,14.5
Multnomah,2187,David Douglas SD 40,3580,Arthur Academy,School,NA,NA,NA,NA,NA,NA,6.6
Coos,1965,Coos Bay SD 9,3615,Lighthouse Charter School,School,NA,NA,NA,NA,NA,NA,10.6
Multnomah,2180,Portland SD 1J,3616,Trillium,School,NA,NA,NA,NA,NA,NA,NA
Douglas,2002,Winston-Dillard SD 116,3624,Brockway Elementary School,School,NA,NA,0.7,NA,7.8,NA,5.3
Multnomah,2185,Centennial SD 28J,3649,Butler Creek Elementary School,School,6.2,NA,4,NA,NA,NA,6.8
Clackamas,1922,West Linn-Wilsonville SD 3J,3913,Boones Ferry Primary School,School,NA,NA,7.4,NA,15.2,NA,10.9
Deschutes,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary School,School,NA,NA,10.8,NA,NA,NA,15.2
Washington,2241,Forest Grove SD 15,3986,Fern Hill Elementary School,School,NA,NA,2,NA,NA,NA,5.2
Multnomah,2182,Reynolds SD 7,3989,Salish Ponds Elementary School,School,NA,3.6,2.3,NA,4.2,NA,5
Multnomah,2180,Portland SD 1J,3991,Emerson School,School,NA,NA,NA,NA,NA,NA,11.6
Clackamas,1924,North Clackamas SD 12,4005,El Puente,School,NA,NA,6.6,NA,NA,NA,12.2
Jackson,2043,Eagle Point SD 9,4020,Eagle Rock Elementary School,School,NA,NA,4.5,NA,NA,NA,6.9
Lincoln,2097,Lincoln County SD,4038,Siletz Valley Schools,School,NA,NA,NA,NA,NA,NA,7
Marion,2336,Oregon Department of Education,4040,Four Rivers Community School,School,NA,NA,10.6,NA,NA,NA,NA
Marion,2142,Salem-Keizer SD 24J,4068,Harritt Elementary School,School,NA,NA,1.2,NA,2.5,NA,5.9
Coos,1965,Coos Bay SD 9,4079,Resource Link Charter School,School,NA,NA,NA,NA,NA,NA,NA
Deschutes,1976,Bend-LaPine Administrative SD 1,4129,Ensworth Elementary School,School,NA,NA,NA,NA,NA,NA,5.6
Lane,2082,Eugene SD 4J,4146,Cesar Chavez Elementary School,School,NA,NA,4.2,NA,4.7,NA,7.2
Lane,2082,Eugene SD 4J,4157,Holt Elementary School,School,NA,NA,5.5,NA,8.2,NA,7.2
Washington,2239,Hillsboro SD 1J,4206,City View Charter School,School,NA,NA,NA,NA,NA,NA,9.4
Multnomah,2182,Reynolds SD 7,4216,Reynolds Arthur Academy,School,NA,NA,NA,NA,NA,NA,10.9
Washington,2244,Sherwood SD 88J,4220,Sherwood Charter School,School,NA,NA,NA,NA,NA,NA,15.2
Columbia,1944,Scappoose SD 1J,4221,South Columbia Family School,School,NA,NA,NA,NA,NA,NA,14.4
Marion,2146,Woodburn SD 103,4230,Woodburn Arthur Academy,School,NA,NA,0.9,NA,NA,NA,3.4
Yamhill,2254,Newberg SD 29J,4342,Joan Austin Elementary School,School,NA,NA,10.4,NA,NA,NA,8.5
Washington,2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School,School,9.1,NA,4.1,NA,9.5,NA,13.7
Marion,2142,Salem-Keizer SD 24J,4390,Valley Inquiry Charter School,School,NA,NA,2.3,NA,8,NA,5.1
Linn,2104,Santiam Canyon SD 129J,4399,Oregon Connections Academy,School,NA,16.8,7.3,NA,15.4,NA,9.8
Multnomah,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,School,NA,NA,NA,NA,NA,NA,10.7
Clackamas,1929,Canby SD 86,4435,Philander Lee Elementary School,School,NA,NA,2.3,NA,NA,NA,7.5
Clackamas,1924,North Clackamas SD 12,4475,Cascade Heights Public Charter School,School,NA,NA,NA,NA,NA,NA,10.3
Jackson,2041,Ashland SD 5,4476,John Muir Elementary School,School,NA,NA,NA,NA,NA,NA,6.1
Clackamas,1928,Oregon City SD 62,4480,Springwater Environmental Sciences School,School,NA,NA,NA,NA,NA,NA,12.7
Linn,2102,Sweet Home SD 55,4484,Sweet Home Charter School,School,NA,NA,NA,NA,NA,NA,6.2
Multnomah,2180,Portland SD 1J,4534,Portland Village School,School,NA,NA,NA,NA,NA,NA,10.5
Lane,2087,South Lane SD 45J3,4555,Academy for Character Education,School,NA,NA,NA,NA,NA,NA,NA
Klamath,2057,Klamath County SD,4581,Sage Community School,School,NA,NA,NA,NA,NA,NA,NA
Clackamas,1928,Oregon City SD 62,4585,Alliance Charter Academy,School,NA,NA,NA,NA,NA,NA,12.7
Multnomah,2186,Corbett SD 39,4592,Corbett School,School,NA,NA,NA,NA,NA,NA,12.7
Jackson,2048,Medford SD 549C,4593,Madrone Trail Public Charter School,School,NA,NA,NA,NA,NA,NA,11.2
Multnomah,2183,Gresham-Barlow SD 10J,4601,Gresham Arthur Academy,School,NA,NA,NA,NA,NA,NA,9
Columbia,1948,St Helens SD 502,4602,St Helens Arthur Academy,School,NA,NA,NA,NA,NA,NA,11.3
Marion,2336,Oregon Department of Education,4604,Southwest Charter School,School,NA,NA,NA,NA,NA,NA,14.6
Benton,1901,Corvallis SD 509J,4637,Inavale Community Partners dba Muddy Creek Charter School,School,NA,NA,NA,NA,NA,NA,10.5
Yamhill,2256,McMinnville SD 40,4639,Sue Buel Elementary School,School,NA,NA,2.1,NA,NA,NA,3.7
Multnomah,2180,Portland SD 1J,4640,Creative Science School,School,NA,NA,NA,NA,16,NA,12.3
Washington,2239,Hillsboro SD 1J,4641,Free Orchards Elementary School,School,NA,NA,0.8,NA,NA,NA,9.7
Washington,2239,Hillsboro SD 1J,4642,Lincoln Street Elementary School,School,NA,NA,2.4,NA,NA,NA,9.3
Washington,2239,Hillsboro SD 1J,4643,Quatama Elementary School,School,8.7,NA,5.1,NA,11.2,NA,10.6
Deschutes,1976,Bend-LaPine Administrative SD 1,4646,Ponderosa Elementary School,School,NA,NA,2.2,NA,NA,NA,10.7
Multnomah,2183,Gresham-Barlow SD 10J,4667,Lewis and Clark Montessori Charter School,School,NA,NA,NA,NA,NA,NA,14.7
Clackamas,1930,Estacada SD 108,4670,Summit Learning Charter,School,NA,NA,NA,NA,NA,NA,14.6
Washington,2243,Beaverton SD 48J,4671,Bonny Slope Elementary School,School,15.5,NA,9.9,NA,11.1,NA,10.1
Deschutes,1976,Bend-LaPine Administrative SD 1,4680,William E Miller Elementary School,School,NA,NA,NA,NA,NA,NA,14.6
Coos,1966,North Bend SD 13,4690,Oregon Virtual Academy,School,NA,NA,6.8,NA,8.8,NA,8.2
Harney,2020,Frenchglen SD 16,4702,Silvies River Charter School,School,NA,NA,NA,NA,NA,NA,16.7
Washington,2239,Hillsboro SD 1J,4703,Rosedale Elementary School,School,NA,NA,1.7,NA,NA,NA,9
Washington,2243,Beaverton SD 48J,4712,Springville K-8 School,School,21.3,NA,12,NA,NA,NA,14
Clackamas,1924,North Clackamas SD 12,4713,Scouters Mountain Elementary School,School,12.7,NA,NA,NA,12,NA,9.9
Clackamas,1924,North Clackamas SD 12,4714,Verne A Duncan Elementary School,School,NA,NA,3.5,NA,6.2,NA,10.7
Clackamas,1931,Gladstone SD 115,4719,Gladstone Center for Children and Families,School,NA,NA,3.8,NA,5,NA,6.7
Baker,1894,Baker SD 5J,4728,Baker Web Academy,School,NA,NA,18,NA,15.2,NA,14.2
Washington,2244,Sherwood SD 88J,4730,Edy Ridge Elementary School,School,NA,NA,8.7,NA,9.4,NA,15.9
Lane,2082,Eugene SD 4J,4739,Camas Ridge Community Elementary  School,School,NA,NA,NA,NA,NA,NA,11.5
Multnomah,2183,Gresham-Barlow SD 10J,4740,Metro East Web Academy,School,NA,NA,NA,NA,NA,NA,NA
Clackamas,1925,Molalla River SD 35,4745,Molalla River Academy,School,NA,NA,NA,NA,NA,NA,9.8
Marion,2138,Silver Falls SD 4J,4746,The Community Roots School,School,NA,NA,NA,NA,NA,NA,15.7
Clackamas,1924,North Clackamas SD 12,4762,Ardenwald Elementary School,School,NA,NA,NA,NA,9.3,NA,9.5
Clackamas,1924,North Clackamas SD 12,4763,Happy Valley Elementary School,School,10.8,NA,NA,NA,NA,NA,12.1
Clackamas,1924,North Clackamas SD 12,4764,Lewelling Elementary School,School,NA,NA,1.8,NA,NA,NA,6.9
Clackamas,1924,North Clackamas SD 12,4765,Linwood Elementary School,School,NA,NA,5.6,NA,NA,NA,6.1
Clackamas,1924,North Clackamas SD 12,4766,Oregon Trail Elementary School,School,7,NA,5.2,NA,12,NA,10.1
Deschutes,1976,Bend-LaPine Administrative SD 1,4793,Rosland Elementary School,School,NA,NA,NA,NA,NA,NA,3.1
Washington,2243,Beaverton SD 48J,4805,Arco Iris Spanish Immersion School,School,NA,NA,9.5,NA,11.2,NA,15.8
Clackamas,1926,Oregon Trail SD 46,4820,Oregon Trail  Academy,School,NA,NA,NA,NA,NA,NA,14.8
Jackson,2048,Medford SD 549C,4821,Logos Public Charter School,School,NA,NA,NA,NA,NA,NA,14.5
Multnomah,2182,Reynolds SD 7,4822,KNOVA Reynolds Public Charter School,School,NA,7.7,5.3,NA,NA,NA,9.5
Josephine,2055,Three Rivers/Josephine County SD,4823,Sunny Wolf Charter School,School,NA,NA,NA,NA,NA,NA,2.6
Yamhill,2257,Sheridan SD 48J,4833,Sheridan AllPrep Academy,School,NA,NA,NA,NA,NA,NA,NA
Umatilla,2200,InterMountain ESD,4846,Lifeways Inc.,School,NA,NA,NA,NA,NA,NA,NA
Marion,2336,Oregon Department of Education,4850,Eagle Charter School,School,NA,NA,NA,NA,NA,NA,6.5
Jackson,2044,Rogue River SD 35,4856,Rivers Edge Academy Charter School,School,NA,NA,NA,NA,NA,NA,4.7
Marion,2142,Salem-Keizer SD 24J,4858,Kalapuya Elementary School,School,NA,NA,NA,NA,NA,NA,NA
Washington,2243,Beaverton SD 48J,4867,Hope Chinese Charter School,School,16.9,NA,NA,NA,14.1,NA,10.8
Washington,2239,Hillsboro SD 1J,4973,Hillsboro Online Academy,School,NA,NA,NA,NA,NA,NA,NA
Clackamas,1922,West Linn-Wilsonville SD 3J,5056,Lowrie Primary School,School,NA,NA,4.8,NA,15.9,NA,13
Clackamas,1922,West Linn-Wilsonville SD 3J,5057,Trillium Creek Primary School,School,NA,NA,NA,NA,12.4,NA,12.6
Lane,2083,Springfield SD 19,5059,Two Rivers Dos Rios Elementary  School,School,NA,NA,1.6,NA,NA,NA,4.2
Multnomah,2180,Portland SD 1J,5060,Le Monde French Immersion Public Charter School,School,NA,NA,NA,NA,19.2,NA,14.9
Marion,2142,Salem-Keizer SD 24J,5064,Cesar E Chavez Elementary School,School,NA,NA,1.6,NA,NA,0,5.2
Marion,2142,Salem-Keizer SD 24J,5066,Battle Creek Elementary School,School,NA,NA,5.8,NA,11.4,NA,7.8
Jackson,2048,Medford SD 549C,5205,Kids Unlimited Academy,School,NA,NA,4.4,NA,NA,NA,13.2
Multnomah,2180,Portland SD 1J,5218,Kairos PDX,School,NA,9.7,NA,NA,NA,NA,11.9
Jackson,2043,Eagle Point SD 9,5251,Crater Lake Charter Academy,School,NA,NA,NA,NA,NA,NA,1.6
Lane,2092,Lowell SD 71,5252,Mountain View Academy,School,NA,NA,NA,NA,NA,NA,11.4
Umatilla,2207,Pendleton SD 16,5287,Pendleton Early Learning Center,School,NA,NA,5.5,3.9,6.9,NA,8.8
Deschutes,1976,Bend-LaPine Administrative SD 1,5293,Silver Rail Elementary School,School,NA,NA,2.7,NA,NA,NA,10.4
Polk,2190,Dallas SD 2,5298,Dallas Community Charter,School,NA,NA,NA,NA,NA,NA,13.3
Crook,1970,Crook County SD,5302,Barnes Butte Elementary School,School,NA,NA,2.9,NA,6.6,NA,9.2
Deschutes,1976,Bend-LaPine Administrative SD 1,5309,Bend International School,School,NA,NA,NA,NA,NA,NA,13
Deschutes,1977,Redmond SD 2J,5340,Redmond Early Learning Center,School,NA,NA,4.5,NA,8.8,NA,8.3
Lane,2092,Lowell SD 71,5349,Bridge Charter Academy,School,NA,NA,NA,NA,NA,NA,15.8
Washington,2243,Beaverton SD 48J,5382,Sato Elementary School,School,20.8,NA,3.7,NA,15.2,NA,12.8
Deschutes,1976,Bend-LaPine Administrative SD 1,5384,Desert Sky Montessori,School,NA,NA,NA,NA,NA,NA,9.3
Clatsop,1935,Seaside SD 10,5385,Cannon Beach Academy,School,NA,NA,NA,NA,NA,NA,NA
Lane,2082,Eugene SD 4J,5408,Chinese Language Immersion School,School,NA,NA,NA,NA,NA,NA,9.3
Multnomah,2180,Portland SD 1J,5427,Rose City Park,School,7.4,NA,10.3,NA,9.7,NA,8.1
Morrow,2147,Morrow SD 1,5433,Morrow Education Center,School,NA,NA,NA,NA,NA,NA,NA
Umatilla,2205,Milton-Freewater Unified SD 7,5434,Gib Olinger Elementary,School,NA,NA,2.1,NA,NA,NA,5.8
Wheeler,2249,Mitchel SD 55,5440,Cascade Virtual Academy,School,NA,NA,NA,NA,NA,NA,NA
Harney,2015,Harney County SD 4,5446,Oregon Family School,School,NA,NA,NA,NA,NA,NA,12.9
